MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,4,3,4,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1968.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,5,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2006.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,HdBoard,BrkFace,TA,TA,CBlock,4,3,4,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,2,Basment,1978.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,4,3,2,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,1978.0,Unf,TA,TA,Y,WD 
FV,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2003.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,4,Detchd,1937.0,Unf,TA,TA,N,WD 
RL,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min2,3,Detchd,1961.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,HdBoard,None,TA,Gd,CBlock,4,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,None,None,None,None,None,N,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1995.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,2,3,1,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Typ,0,Detchd,1938.0,Unf,Fa,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,Rec,ALQ,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1955.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2007.0,Fin,TA,TA,Y,New
RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,0,Detchd,1925.0,Unf,Fa,Fa,N,WD 
RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,4,3,1,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1998.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,3,3,1,GLQ,Unf,GasA,Gd,N,SBrkr,TA,Typ,0,Detchd,2008.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1998.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,4,4,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1994.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,2,3,1,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,3,Detchd,1935.0,Unf,Fa,TA,Y,COD
RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,ALQ,LwQ,GasA,Ex,Y,SBrkr,Gd,Typ,3,Detchd,1945.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,3,3,1,LwQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1959.0,RFn,TA,TA,Y,WD 
RL,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,Gd,TA,CBlock,4,3,4,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,3,Attchd,1958.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,3,3,1,LwQ,Unf,GasA,Ex,N,FuseA,TA,Mod,3,BuiltIn,1942.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2007.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,CmentBd,None,TA,Gd,BrkTil,3,4,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Detchd,1930.0,Unf,Fa,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2002.0,Fin,TA,TA,Y,WD 
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,2004.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,0,Detchd,1971.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,2,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2003.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,4,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2005.0,RFn,TA,TA,Y,New
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,4,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2006.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1993.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,2,4,LwQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,Attchd,1966.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1999.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,0,Attchd,1967.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,Slab,0,0,0,None,None,GasA,Ex,Y,SBrkr,TA,Mod,1,Detchd,1967.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,3,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,4,None,None,None,None,None,Y,WD 
RM,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,2,3,1,Unf,Unf,GasA,Gd,N,FuseP,TA,Typ,0,Detchd,1965.0,Unf,TA,TA,N,WD 
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,2,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,2001.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,4,3,1,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,BuiltIn,1993.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,4,3,3,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1974.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,4,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1994.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,Gd,Y,FuseF,TA,Typ,4,Detchd,1926.0,Unf,Fa,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,3,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,2,Attchd,1968.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,3,3,1,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,0,Detchd,1920.0,Unf,TA,TA,N,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1962.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,Ex,Y,FuseA,TA,Maj2,0,Detchd,1936.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,5,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2008.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,0,0,0,None,None,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1979.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,GLQ,Rec,GasA,Gd,Y,SBrkr,Gd,Typ,0,Attchd,1966.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,0,Detchd,1959.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2004.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,2,3,1,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,0,Detchd,1974.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,Attchd,1993.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2003.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Ex,CBlock,3,3,4,BLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,3,Attchd,1969.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,Rec,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,1,Detchd,1965.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,5,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2008.0,Fin,TA,TA,Y,New
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Detchd,1926.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,2004.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1999.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,3,3,1,LwQ,Rec,GasA,TA,N,FuseA,TA,Mod,4,Detchd,1969.0,Unf,Fa,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,0,0,0,None,None,GasA,TA,N,SBrkr,Gd,Min2,0,Detchd,1958.0,Unf,TA,TA,N,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,4,4,1,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,0,Attchd,1988.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1993.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,5,3,4,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2006.0,Fin,TA,TA,Y,New
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,3,2,1,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,0,Attchd,1927.0,Unf,TA,TA,Y,WD 
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,BrkFace,MetalSd,None,Ex,TA,PConc,4,3,2,BLQ,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,3,Attchd,1998.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,None,Gd,Gd,PConc,2,3,1,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,0,Detchd,1900.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,Unf,Unf,GasA,TA,N,SBrkr,TA,Mod,0,Attchd,1946.0,Unf,TA,TA,N,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,4,3,3,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,3,Attchd,1993.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,3,3,1,Unf,Unf,GasA,Ex,Y,FuseF,TA,Typ,4,Detchd,1939.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,1995.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,2,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,1951.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2005.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,2,3,1,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,1966.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,3,3,1,Rec,LwQ,GasA,Gd,Y,SBrkr,TA,Min1,4,Attchd,1958.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,BuiltIn,2008.0,RFn,TA,TA,Y,ConLI
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,3,3,1,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,None,None,None,None,None,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2001.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,3,3,1,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1971.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,4,Detchd,1940.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1963.0,Unf,TA,TA,Y,ConLI
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,0,Attchd,1957.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,4,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2005.0,RFn,TA,TA,Y,WD 
